txn_id,user_id,txn_time,amount,category,status
TXN00000000,U000006,2024-06-20 15:48:48.397095,1020.2723770397497,withdrawal,success
TXN00000001,U000006,2024-06-16 21:45:06.625317,1698.4709371669876,transfer,success
TXN00000002,U000006,2024-06-20 15:26:54.910609,342.2202771553257,bill_payment,success
TXN00000003,U000006,2024-06-26 15:48:20.555875,387.6559212259324,transfer,success
TXN00000004,U000006,2024-06-19 23:31:02.736134,909.4194879111463,purchase,success
TXN00000005,U000006,2024-06-17 12:48:05.478632,898.0537208383587,mobile_topup,success
TXN00000006,U000006,2024-06-18 21:07:17.986739,2614.6771199972254,withdrawal,success
TXN00000007,U000006,2024-06-19 09:00:09.286045,1413.9811566568103,mobile_topup,failed
TXN00000008,U000006,2024-07-02 13:12:24.595297,498.6350884228587,purchase,success
TXN00000009,U000007,2024-02-10 21:00:01.730456,62.18226153868272,withdrawal,success
TXN00000010,U000007,2024-02-09 00:56:57.488056,81.18936693586942,mobile_topup,success
TXN00000011,U000007,2024-02-10 09:24:32.915372,468.6766672009695,purchase,success
TXN00000012,U000007,2024-02-08 05:52:29.878066,428.9310296225513,mobile_topup,failed
TXN00000013,U000007,2024-02-08 09:33:58.477531,2875.9820221194354,mobile_topup,success
TXN00000014,U000008,2024-11-11 09:40:17.423283,46.12582666892587,bill_payment,success
TXN00000015,U000008,2024-11-13 21:59:09.167577,301.7297345298305,transfer,failed
TXN00000016,U000008,2024-11-15 01:34:54.833601,1822.8127105254657,withdrawal,success
TXN00000017,U000008,2024-11-12 14:08:04.908984,218.5987097949586,bill_payment,success
TXN00000018,U000008,2024-11-15 14:52:48.366110,32.916402089982164,purchase,success
TXN00000019,U000008,2024-11-14 10:54:43.910775,740.2683872767393,bill_payment,pending
TXN00000020,U000012,2024-05-08 02:02:23.276247,353.64184028850457,transfer,success
TXN00000021,U000012,2024-04-27 00:06:53.998919,763.7908205261256,bill_payment,success
TXN00000022,U000012,2024-04-27 05:13:19.727918,91.74057160943646,purchase,success
TXN00000023,U000012,2024-04-28 03:25:58.815525,1893.965527576942,transfer,success
TXN00000024,U000012,2024-04-25 14:33:35.026573,826.9906255370768,withdrawal,success
TXN00000025,U000012,2024-04-29 12:20:52.203699,298.71386881458835,transfer,success
TXN00000026,U000012,2024-04-25 14:33:11.388887,283.7445718587205,purchase,success
TXN00000027,U000012,2024-04-29 05:02:18.119378,423.75073957411195,withdrawal,success
TXN00000028,U000025,2024-07-25 13:31:13.633267,294.0723342985501,withdrawal,success
TXN00000029,U000025,2024-07-22 02:05:18.696159,146.03688361697624,transfer,success
TXN00000030,U000025,2024-07-25 17:06:05.264890,44.87540862727657,transfer,success
TXN00000031,U000027,2024-05-07 17:21:26.013289,145.9009736701666,bill_payment,success
TXN00000032,U000027,2024-05-06 07:15:17.542459,140.2454695725517,withdrawal,success
TXN00000033,U000027,2024-05-12 06:13:07.876842,130.43694745903275,withdrawal,success
TXN00000034,U000027,2024-05-09 04:35:58.968150,386.0387554236436,purchase,success
TXN00000035,U000027,2024-05-09 20:50:48.446859,189.17664551634053,bill_payment,success
TXN00000036,U000027,2024-05-07 20:24:11.649938,176.93118595888208,bill_payment,success
TXN00000037,U000031,2024-03-20 20:14:24.909691,125.62114939857081,mobile_topup,failed
TXN00000038,U000031,2024-03-17 22:34:21.949143,155.73294451527613,bill_payment,success
TXN00000039,U000031,2024-03-20 13:16:57.297925,374.52175639373377,withdrawal,success
TXN00000040,U000031,2024-03-17 22:50:23.613541,84.40927164098973,purchase,success
TXN00000041,U000031,2024-03-19 04:27:15.105642,358.76124823469894,bill_payment,success
TXN00000042,U000036,2024-09-12 21:15:34.937088,407.8076035279259,purchase,success
TXN00000043,U000036,2024-09-13 12:37:41.256180,732.5031784217256,mobile_topup,success
TXN00000044,U000038,2024-05-31 14:37:05.813309,665.446712751582,purchase,success
TXN00000045,U000038,2024-06-01 13:56:57.845231,997.4380460161506,bill_payment,success
TXN00000046,U000038,2024-05-30 03:18:08.301542,111.2557194382434,withdrawal,success
TXN00000047,U000038,2024-05-30 04:59:27.581524,150.48776455818287,bill_payment,success
TXN00000048,U000038,2024-06-02 21:00:53.692099,311.8765840325583,purchase,success
TXN00000049,U000038,2024-06-01 00:16:49.602129,575.2128962190794,mobile_topup,pending
TXN00000050,U000038,2024-06-04 15:29:34.055506,22.29041611153691,withdrawal,success
TXN00000051,U000038,2024-06-01 22:54:15.751220,349.9053632607634,bill_payment,success
TXN00000052,U000038,2024-05-30 00:44:09.276859,61.09185111009927,transfer,success
TXN00000053,U000038,2024-06-04 01:09:37.770304,22.532711932136863,withdrawal,failed
TXN00000054,U000038,2024-05-29 16:39:44.878735,211.94328421612553,transfer,success
TXN00000055,U000049,2024-02-07 12:58:00.124734,160.1409720129829,transfer,success
TXN00000056,U000049,2024-02-06 21:38:09.617544,136.61325352704273,transfer,success
TXN00000057,U000049,2024-02-07 14:41:10.946057,342.1523408818785,mobile_topup,failed
TXN00000058,U000049,2024-02-10 18:30:10.956327,432.79463205632356,bill_payment,success
TXN00000059,U000049,2024-02-08 08:44:18.694791,503.0594369261882,purchase,success
TXN00000060,U000049,2024-02-07 14:13:41.125203,109.48372380045268,mobile_topup,success
TXN00000061,U000050,2024-12-04 08:50:11.249710,539.1776065646474,bill_payment,success
TXN00000062,U000050,2024-12-10 14:00:32.957624,345.4233710817784,bill_payment,success
TXN00000063,U000050,2024-12-06 02:31:14.918922,613.5238206660823,transfer,success
TXN00000064,U000050,2024-12-02 00:32:11.563790,793.2781420427871,withdrawal,success
TXN00000065,U000050,2024-12-08 20:20:45.255815,45.229912253871206,mobile_topup,success
TXN00000066,U000050,2024-12-05 11:24:51.661807,385.0052976480709,mobile_topup,success
TXN00000067,U000050,2024-12-01 18:45:16.761184,1439.177009747667,purchase,success
TXN00000068,U000050,2024-12-03 06:42:49.016172,184.35898004930576,bill_payment,success
TXN00000069,U000050,2024-12-02 19:25:31.771687,266.3363808950262,mobile_topup,success
TXN00000070,U000052,2024-05-27 05:16:59.754994,438.44096149245416,purchase,failed
TXN00000071,U000052,2024-05-20 17:29:29.571802,283.7817557774205,purchase,success
TXN00000072,U000052,2024-05-19 09:49:50.227619,683.1727115255223,transfer,success
TXN00000073,U000062,2024-08-09 15:30:07.410950,403.29042063988163,bill_payment,success
TXN00000074,U000062,2024-08-16 09:11:14.284824,727.611431479276,mobile_topup,success
TXN00000075,U000062,2024-08-12 04:43:11.529694,407.29110592240124,purchase,success
TXN00000076,U000062,2024-08-10 09:11:29.412258,457.01989258603413,transfer,success
TXN00000077,U000062,2024-08-15 20:06:08.654255,886.280072522384,mobile_topup,success
TXN00000078,U000066,2024-07-10 08:09:08.701761,1496.1841838398734,mobile_topup,success
TXN00000079,U000066,2024-07-07 23:50:09.389174,2495.5649491891254,bill_payment,pending
TXN00000080,U000066,2024-07-06 06:08:01.514600,423.87848943528655,withdrawal,success
TXN00000081,U000066,2024-07-07 21:22:57.835524,815.8613371414059,transfer,success
TXN00000082,U000066,2024-07-06 10:11:13.664681,308.69132153149786,bill_payment,success
TXN00000083,U000066,2024-07-12 14:41:56.048825,1489.5405970257957,transfer,success
TXN00000084,U000066,2024-07-06 06:57:59.916998,429.58235839832867,purchase,success
TXN00000085,U000066,2024-07-06 08:41:35.898117,499.9895019079377,mobile_topup,success
TXN00000086,U000075,2024-03-09 16:17:13.637332,1232.8907888112801,transfer,success
TXN00000087,U000075,2024-03-06 15:36:15.447532,237.21989634505667,bill_payment,success
TXN00000088,U000081,2024-09-10 04:50:00.093352,613.830955416072,purchase,success
TXN00000089,U000081,2024-09-06 07:59:15.672756,126.45573177966804,mobile_topup,success
TXN00000090,U000081,2024-09-04 10:37:43.678532,1198.4018325073525,mobile_topup,success
TXN00000091,U000081,2024-09-07 01:29:04.316800,1629.714440834204,purchase,pending
TXN00000092,U000081,2024-09-06 20:02:12.660765,471.01237093865836,purchase,success
TXN00000093,U000081,2024-09-10 23:49:43.206421,299.4350207895649,purchase,success
TXN00000094,U000083,2024-09-22 04:57:49.705090,110.63994569030245,bill_payment,success
TXN00000095,U000083,2024-09-22 03:14:05.403291,468.93401327834124,bill_payment,success
TXN00000096,U000083,2024-09-22 17:18:00.062050,623.6632332467159,withdrawal,success
TXN00000097,U000083,2024-09-21 20:28:59.598738,1045.0894461773569,withdrawal,success
TXN00000098,U000083,2024-09-22 19:01:30.051102,1319.420084797234,mobile_topup,success
TXN00000099,U000086,2024-11-18 01:11:26.807465,569.3866695931029,transfer,success
TXN00000100,U000086,2024-11-20 16:23:47.335059,838.5734533499374,bill_payment,success
TXN00000101,U000086,2024-11-16 00:33:21.176926,66.4543724692158,transfer,success
TXN00000102,U000086,2024-11-20 10:40:27.098744,949.9636425799895,bill_payment,success
TXN00000103,U000086,2024-11-16 20:11:02.006287,145.01035206105698,withdrawal,success
TXN00000104,U000086,2024-11-25 14:06:05.983713,333.9428114513587,bill_payment,success
TXN00000105,U000099,2024-09-24 15:19:05.413802,536.6020547751981,transfer,success
TXN00000106,U000099,2024-09-22 21:48:10.990373,155.27441160617337,bill_payment,success
TXN00000107,U000099,2024-09-30 14:04:19.053865,1051.4324408845891,transfer,success
TXN00000108,U000099,2024-09-24 18:54:28.398680,675.9775939274995,withdrawal,success
TXN00000109,U000099,2024-09-24 06:33:33.853634,326.0707571334795,purchase,success
TXN00000110,U000099,2024-09-23 00:18:31.441531,315.68571245810807,mobile_topup,success
TXN00000111,U000100,2024-11-12 13:39:26.481950,130.60796988382404,transfer,success
TXN00000112,U000100,2024-11-10 15:32:11.941562,72.94063507143488,purchase,success
TXN00000113,U000100,2024-11-06 18:31:46.750149,88.2201085180948,withdrawal,success
TXN00000114,U000100,2024-11-08 23:15:26.811650,265.0314523021026,purchase,pending
TXN00000115,U000100,2024-11-07 19:33:29.238863,721.9264999274552,purchase,success
TXN00000116,U000100,2024-11-07 17:52:12.633738,21.2955087184875,transfer,success
TXN00000117,U000100,2024-11-06 16:41:11.385659,779.9170265410393,mobile_topup,success
TXN00000118,U000100,2024-11-06 06:01:01.188815,727.840161980758,purchase,success
TXN00000119,U000101,2024-01-30 12:22:28.612085,295.56622069562906,purchase,success
TXN00000120,U000101,2024-01-24 11:40:18.817680,395.7032903744377,transfer,success
TXN00000121,U000101,2024-01-27 16:56:35.181998,1266.0075502790344,purchase,success
TXN00000122,U000101,2024-01-24 13:47:05.048205,27.341008917895206,bill_payment,success
TXN00000123,U000101,2024-01-28 08:43:35.788194,90.24599568094455,transfer,success
TXN00000124,U000101,2024-02-06 11:29:20.357457,152.42941520461378,purchase,success
TXN00000125,U000101,2024-01-25 20:54:49.278983,70.17490648527587,transfer,success
TXN00000126,U000102,2024-09-15 19:56:45.700406,528.4408939285977,bill_payment,success
TXN00000127,U000102,2024-09-17 19:30:49.014354,1126.0512476710953,transfer,success
TXN00000128,U000102,2024-09-15 20:45:22.115729,18.602862567236045,transfer,success
TXN00000129,U000102,2024-09-23 21:06:37.805997,285.9456319664811,withdrawal,success
TXN00000130,U000102,2024-09-13 06:18:01.616068,549.5783707068747,withdrawal,success
TXN00000131,U000102,2024-09-19 18:27:41.105731,61.91308390113011,bill_payment,success
TXN00000132,U000104,2024-11-04 13:23:49.059412,45.13782897584909,mobile_topup,success
TXN00000133,U000104,2024-11-07 04:14:50.286475,271.0782426232606,transfer,success
TXN00000134,U000104,2024-11-03 14:40:01.167436,196.15243856200044,bill_payment,success
TXN00000135,U000104,2024-11-03 06:36:30.135026,19.785593166077458,purchase,success
TXN00000136,U000104,2024-11-06 09:48:17.388561,1687.01322244009,mobile_topup,success
TXN00000137,U000104,2024-11-04 21:53:00.446615,1324.9558927515645,withdrawal,success
TXN00000138,U000105,2024-09-25 04:37:48.898866,241.27489930195406,transfer,success
TXN00000139,U000105,2024-09-25 12:08:46.928030,1716.837438452302,bill_payment,success
TXN00000140,U000111,2024-08-16 15:42:45.681590,199.91289576011263,transfer,pending
TXN00000141,U000111,2024-08-16 07:48:34.969238,90.18200481193097,withdrawal,success
TXN00000142,U000111,2024-08-18 07:43:13.066784,22.130399238281804,purchase,success
TXN00000143,U000111,2024-08-31 09:46:12.119524,263.2113429632434,transfer,failed
TXN00000144,U000111,2024-08-14 15:12:54.258858,52.37057037590627,purchase,success
TXN00000145,U000111,2024-08-18 15:44:19.969235,518.6793143986255,purchase,success
TXN00000146,U000111,2024-08-15 12:27:33.200461,556.2716784916439,mobile_topup,success
TXN00000147,U000118,2024-08-07 00:54:29.773513,107.66018958600912,mobile_topup,success
TXN00000148,U000118,2024-08-08 06:30:06.770404,53.6850858030447,purchase,success
TXN00000149,U000118,2024-08-06 21:40:30.780685,320.79669194583323,purchase,success
TXN00000150,U000118,2024-08-13 04:17:51.129691,683.1885210474026,transfer,success
TXN00000151,U000121,2024-04-01 08:56:22.344420,997.6700162815815,mobile_topup,success
TXN00000152,U000121,2024-04-01 17:11:34.350293,986.3149420001896,withdrawal,success
TXN00000153,U000121,2024-03-26 20:16:37.409259,522.1990895289226,transfer,success
TXN00000154,U000121,2024-03-27 00:19:53.691436,468.7680061819942,mobile_topup,success
TXN00000155,U000121,2024-04-01 12:11:14.898720,140.33074323508976,bill_payment,success
TXN00000156,U000123,2024-08-09 21:50:30.321916,496.89673280284035,purchase,success
TXN00000157,U000123,2024-08-09 09:11:47.549204,1618.9353993371474,mobile_topup,success
TXN00000158,U000123,2024-08-10 02:59:06.496724,160.34144117632482,purchase,success
TXN00000159,U000123,2024-08-07 20:59:36.633823,314.61365380231285,withdrawal,success
TXN00000160,U000123,2024-08-08 03:56:33.040314,296.0577517391695,bill_payment,success
TXN00000161,U000123,2024-08-08 16:37:27.228653,362.8697853242741,mobile_topup,pending
TXN00000162,U000123,2024-08-08 05:16:53.399117,378.64906693867334,transfer,success
TXN00000163,U000130,2024-07-17 03:28:25.271007,1332.5505933656316,transfer,success
TXN00000164,U000130,2024-07-15 21:26:01.097058,315.205571152641,transfer,success
TXN00000165,U000130,2024-07-14 12:35:51.397611,63.267075725012226,purchase,success
TXN00000166,U000130,2024-07-25 06:16:17.428782,631.3343659506153,purchase,failed
TXN00000167,U000130,2024-07-16 18:01:19.163413,803.31656302489,mobile_topup,failed
TXN00000168,U000130,2024-07-18 17:38:24.779298,26.85891332380506,mobile_topup,success
TXN00000169,U000131,2024-02-05 05:48:17.536400,201.99590393445607,withdrawal,success
TXN00000170,U000131,2024-02-01 07:03:07.252551,155.68276731152991,transfer,success
TXN00000171,U000131,2024-02-01 08:55:33.342787,1015.8897970805341,mobile_topup,success
TXN00000172,U000131,2024-01-31 22:40:39.832408,153.5830217929607,mobile_topup,success
TXN00000173,U000131,2024-02-01 01:46:30.185745,221.50252990862518,withdrawal,success
TXN00000174,U000131,2024-02-01 09:50:17.180509,585.2010722769963,mobile_topup,success
TXN00000175,U000131,2024-02-02 08:01:23.580805,717.3411855655216,purchase,failed
TXN00000176,U000131,2024-02-02 12:30:31.392918,679.4528579114741,withdrawal,success
TXN00000177,U000131,2024-02-04 22:17:05.412931,182.57495656024582,withdrawal,success
TXN00000178,U000131,2024-02-08 03:51:04.937724,218.54899406032848,bill_payment,success
TXN00000179,U000132,2024-05-08 11:56:58.100660,812.8090513390316,transfer,success
TXN00000180,U000132,2024-05-08 09:26:35.261600,381.6071405983856,purchase,success
TXN00000181,U000132,2024-05-12 21:53:18.064833,328.20067498437027,bill_payment,success
TXN00000182,U000132,2024-05-09 07:20:16.626999,169.1555302585335,mobile_topup,success
TXN00000183,U000132,2024-05-10 09:29:34.650545,171.84843171515402,withdrawal,success
TXN00000184,U000132,2024-05-08 09:08:50.418394,1198.8775310562958,withdrawal,success
